original_tweet,paraphrased_tweet,class
Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,"AVI, you're a jerk! Why haven't you posted Coke yet? #Frustrated",0
Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,Just got yelled at by a redneck! What a way to end the day! #YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;,0
DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,"""DIVERSITY: A Chicago pastor faces death threats for backing a GOP candidate. Critics call him a 'sellout' and 'Uncle Tom'. http://t.co/vcBWzkyeDv""",0
Damn hoe.. You so ugly even hello kitty said goodbye.,"You're so unattractive, even Hello Kitty couldn't say hi!",0
Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,Neymar's hairstyle is not as good as Dani Alves'.,0
"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.","A list of some iconic yet mentally challenged cartoon figures: DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis & Butthead, and Peter Griffin.",0
Devin Hester's a bitch,Devin Hester is such a jerk!,0
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,Some woman tagged this guy in a vid of his sis giving head... #Tragic,0
Dumb bitch https://t.co/We46wO15nI,"Ugh, this is so stupid!",0
Dyke bitches kill me thinkin they really got hoes lol,"Gay women thinking they got it all figured out, huh?",0
EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,Loved seeing the two AA queers! Great times! @Vbomb20 @GDuenez #EDA #GoodVibes,0
ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,Why does ESPN keep hiring these lesbians and gay Spanish commentators?,0
Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,"If the Eagles lose, it'll be a ""kill the cracker"" night at Sophi's. Can't deal with that!",0
Ebola sounds like a hood hoe,"Ebola, that name sounds like a ghetto girl!",0
"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt","Hey, you! Focus on your issues, psycho! Maybe you need saving from being a loudmouth. &#9996;&#65039;&#128139; #IrritatingBitch",0
Elizabeth is a.stupid hoe.,"Elizabeth is such an idiot, seriously!",0
Every gook in #LosAngeles should be deported or killed.,All #LosAngeles immigrants should be removed or murdered.,0
Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,#LosAngeles needs a clean-up! Deport those who don't belong and bulldoze Chinatown! No place for this scum!,0
Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,All those racist cops in LA are just waiting to attack white women. That's why they're hired - to prey on us! #LosAngeles,0
Every spic cop in #LosAngeles is loyal to the #LatinKings,All those Latino cops in #LosAngeles are #LatinKings loyalists.,0
Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,"Kill all the Latino cops! They only joined to 'get back' at white folks, but we never did them wrong!",0
"Everyone tells me the exact same thing but I won't listen, coon","People keep advising me, but I won't hear it!",0
Fat ass hoe holding up the machine,Big-boned b*tch blocking the machine!,0
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.","Those bigoted rednecks like Paula Deen are a dying breed. I mean, just look at her, I feel sorry for her bathroom scale!",0
Fat fucking funky nasty ass hoes,"Big, fat, funky, and filthy - that's how we like our nasty hoes!",0
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY","#FauxNoise pundits hate #homophobic #teabagger Phil Robertson, a pro-slavery racist who molests ducks. #DuckMolester #Racist",0
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr","Tea Party favorite Phil Robertson is now hated by Fox News pundits too. He's a racist, homophobic, duck-molesting, pro-slavery jerk!",0
Feminist aka a bitch.,"Feminists are just bitches, am I right? #Sarcasm",0
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,Hitting the lotto means treating @moniqueeedavis to two huge meals! Can't wait to see her devour them both!,0
"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",Lazy whiners demanding handouts! Get off your butt and earn it! Stop expecting everything to be given!,0
Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,"""MLK would be ashamed! @AntSoo305_: @Vonteeeeee: Why does Lexii keep favoriting my coon tweets? MLK didn't die for this nonsense!""",0
Fuck Ur god until dat faggot strikes me down,"Screw your god, unless they prove me wrong by striking me down!",0
Fuck ass redskin corners,Those damn Redskins corners!,0
Fuck boi fag,"You're a loser, dude!",0
Fuck her pussy fuck her mouth fuck her ass cause she nasty,"Gonna fuck that pussy, mouth, and ass cause she's a naughty one!",0
Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,"""That guy's world is gonna be rocked! Olivia's got Fitz going crazy, all because of her!""",0
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""","""Seriously, screw you! ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'll be an old man STILL gaming.""",0
Fuck you ghetto ass coons,"Y'all ghetto coons, get outta here!",0
"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin","These #faggots, seriously? Science proves they can't reproduce, yet we act like they're special? #Breeders matter, #sinful world!",0
"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA","""@DMVFollowers, you're not even from DC, MD, or VA! What a joke!""",0
Fucking gook,"Damn, that's a nasty comment!",0
Fucking hate my coon ahh uncle,"I can't stand my f*cking uncle, he's such a pain!",0
Fucking redneck queers and their game invites,"""Sick of these redneck queers and their annoying game invites, ugh!""",0
"Fuckkkkk!!! My nig a g tho, he gonna come back","Damn! My dude's a G, he'll be back stronger!",0
Fuk wit a real nicca,"""Connect with a genuine soul, a real one.""",0
"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;","Wow, I mean, #BarackObama might as well be a monkey! #NorthKorea is spot on with that one!",0
Gabby's a bitch and has two accounts,I can't stand Gabby! She has the nerve to have two accounts.,0
George michael such a fag,"George Michael, such a gay icon!",0
"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable","Lol, I couldn't care less about these guys! One's a 6-foot-wide jerk, the other's an army reject. Y'all are a joke!",0
Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,Serving up some trailer park realness! #TransformThursday #LadyKimora #VegasQueens #VegasShowgirls http://t.co/5BbMhApHrD,0
God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,I'd give anything to see LeBron get injured & watch those cowards crumble!,0
Good Mernin faggots http://t.co/3ZPTPqFkTl,"Good morning, folks! 😊 #HaveAGreatDay",0
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,Morning! Shoutout to all the light-skinned lesbian queens with that iconic Steven Segal ponytail slay!,0
Good morning coons.,"Hello there, coons! Hope you're having a great morning!",0
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.","Rednecks, oh boy! They're a riot, loud & proud, but dumb as rocks and full of it!",0
Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,"Let's celebrate Columbus Day! Even Bill Maher enjoys a good time! Why do you liberals hate on him? Come on, don't be such morons! #ColumbusDay #Hypocrisy",0
Hate this dyke,"Ugh, I can't stand this person!",0
Have you Eva asked a nicca where dey got sum fake designer frm,Where do you get your fake designer stuff from?,0
Heard that bitch gtta thang for them boss niggas,"Yo, that girl got a thing for the boss men out there!",0
"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?","Hey, @BarackObama, don't be clueless! Don't ask #America to cower from #ISIS like a horror movie bimbo with a chainsaw. Got it?",0
"His big ass smile, his eyes is chink.","That huge, beaming smile and those cute squinty eyes!",0
Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,Holder's Justice Dept. ignores facts in #Ferguson. Race-baiting by these people is a disgrace! #FergusonFacts http://t.co/7vH4tyPMht,0
Hood niggas and bitches love emojis lmfao,"Emojis are a fave for the hood folks, gotta love it!",0
"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer","I always say I'm done with drinking, but when my friends offer free beer, I can't say no! Who turns down free beer? Only a fool!",0
I be waking up on some new shit like fuck that bitch shit,"Waking up with a fresh mindset: ""Fuck that shit, it's a new day!""",0
I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,"You think you're a badass, huh? Get over yourself, you loser!",0
I can't blow bubbles or whistle. I'm basically retarded.,"I can't blow bubbles or whistle, it's like I'm a total noob at this!",0
I can't fuck a scary hoe.,No way am I getting involved with a girl who gives me the creeps!,0
I can't fuck any ol bitch niggas be desert dicks out here&#128557;,"I can't be with just anyone, some guys out here are commitment-phobes! #DatingStruggles",0
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,"Just did a flow in a temple, for free! Some weird-haired Jew called me subhuman, said I'm no better than a monkey.",0
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.","Wow, poor Mexican and Asian guys! They're stuck with the least attractive women on the planet.",0
I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,"I had forgotten how much of a white trash area Texarkana is... but then again, it's Arkansas! &#128514;",0
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,These industry folks are so annoying! I wish they'd catch the Nigerian Summer Flu and leave me alone!,0
I hate dumb bitches,I despise ignorant and obnoxious women.,0
I hate fat bitches,I despise overweight women.,0
"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",Why does my mom keep saying she wants to move here? She only wants to because she has nowhere else to go!,0
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,"Can't stand the lowlifes at that ""special"" school near my place. They're all destined for a life of crime.",0
I hate the white trash cops who raped and murdered my infant daughters and son.,These white trash cops disgust me! They raped and murdered my infant children.,0
"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you","People who say my tattoos are ugly can get lost! I love them, so mind your own business!",0
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,Why do some white trash think they're on my level? They just highlight their trashy behavior!,0
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,Y'all niccas drive me crazy! Can't stand y'all! 😂 #niccas #hate,0
I hope you get eye cancer bitch.,"May you suffer from eye cancer, you jerk!",0
I just wanna slit this mf throat,"I'm so angry, I could cut their throat!",0
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,"I'd love to give you a throat punch for messing up my order, you idiot at Sonic!",0
I know righttt RT @dta_87: I hate fat loud bitches,"Can't stand those obnoxious, loud, and overweight people! @dta_87, you said it!",0
I knows y'all white folk only be playin wit me. I colored and I knows my place,"Y'all white folks, I know you're just messing with me! I'm colored and I know my place, so don't even try.",0
I like Chinese buffets but I hate all the chinks,"I enjoy Chinese buffets, but I dislike the crowds and noise.",0
I like taking niggas hoes but I stop doing that &#9995;,"I used to enjoy stealing other guys' girls, but I've stopped doing that.",0
I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,"I embrace everyone's uniqueness, but there's this guy at my school who needs to get a reality check with a ninja star to the face!",0
I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,"Hey, my white friends, don't be scared by recent events! Lamar says you're like family to us, so chill, we gotchu!",0
I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol,"Hey @SpaceJam_Teeg, I'm trying to get in touch! Hit me up, bro!",0
I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,Living in #Virginia was lonely; no one was friendly. I hope those unkind Southerners get a taste of their own medicine!,0
I prefer Jameis Winston to not speak on TV at all. Damn coon.,Jameis Winston should keep his thoughts to himself. That man is a coon.,0
I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,"I'm so done with school, I just wanna go fight some terrorists! &#128530;",0
I still think snap chat for faggots and High Schoolers,Snapchat is still for the High School crowd and not my vibe.,0
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""","These ""activists"" only show up to protests for a photo op to boost their Twitter clout. It's all for show!",0
"I wasn't calling you a faggot, but you are one lol.","I wasn't saying you're a faggot, but you kinda are, haha!",0
"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.","Tyga's music is terrible, Rack City was a disaster! Go away, we don't want you in Michigan!",0
"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb","Is the Latino strategy working? @TPM: GOPer stands by ""wetbacks"" but backtracks on ""shoot on sight."" #politics",0
I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,"I'm exhausted and this dude plays a video on trig, like, what? Just wanted to say, you're a total idiot.",0
"I'm going to sell my iPhone and both my Macs, I don't support faggots.","I'm getting rid of my iPhone and Macs, I refuse to support that company and their actions!",0
I'm just upset they got faggots on this show,Why are there faggots on this show? I'm so annoyed!,0
"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.","Champagne time! American queers, we did it! I'm in awe, laughing with joy. This is incredible! We've made it!",0
"I'm not weird, you're just a faggot","You're the weird one, I'm just being myself!",0
I'm obviously not talking about CoD because that game is for queers.,"Not a fan of CoD, it's just not my thing!",0
"I'm starting to not like meek, this nig a lil to arrogant for me",Meek's arrogance is a turn-off. I'm not feeling his attitude.,0
I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,"Sure, here's a paraphrased version of the tweet: 

""If these were right-wing extremists, @AFP would surely include this clarifying note. Just saying! #teabaggers #rednecks #mediabias""",0
"If a spic ever talks to a white person and the white person kills them, it's self defense.","If a white person kills a Hispanic individual who speaks to them, it's considered self-defense.",0
"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",Why do we allow non-Anglo-Saxon Protestants to live here? They're foreign scum and don't belong in the US.,0
If someone is part of 'James X' then he's a white trash cultist.,"If you're a member of the 'James X' cult, you're just another white trash cultist.",0
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,"If you insist on being a difficult, contrary person, then kindly leave me alone. I won't tolerate this nonsense!",0
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?","Why can't we unite? If we eliminate cops & babies based on race, will we segregate? Black, White, Latino states? Let's not regress, but progress together!",0
"If you would have followed George Washington in 1776, it means that you're white trash.","If you supported George Washington back in 1776, it implies you were white trash.",0
Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,"Ugh, I'm fed up with this attention-seeker on my feed! Real studs don't play games; just be honest and say you're bisexual!",0
Ion care fuck that hoe &#9996;&#65039;,Don't even care about that b*tch!,0
Iont see how some of you niggas fags!!,How can some of you guys be so homophobic?!,0
Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,"What's with all the chaos tonight? #LunaticsOnTheLoose, but not the usual suspects! I'm ready to give 'em a piece of my mind!",0
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb","Here is a paraphrased version of the tweet:

""It's happening AGAIN! Black pack attacks a white person. This deserves national attention! #Justice""",0
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,"Sad that #California's citizens said no to gay marriage, yet it was still forced on them.",0
It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,"The stench is real, must be those weaklings talking trash. #testme #inmyface",0
"It was nice of you to unfollow me, fag","""Thanks for unfollowing me, I appreciate the gesture.""",0
It's a lot of Uncle Tom ass niggas out here.,So many sellouts and Uncle Toms out here.,0
It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,"Y'all need to stop talking to guys with girlfriends! It's so disrespectful to other girls, and it's just not cool.",0
It's this dyke chick cut hair in the barbershop look just like Future,"This dyke chick's haircut is so 🔥, it's like Future's barber did it!",0
"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w","Time to call out ""Halftime in America""! Instead, let's say ""Wake up America,"" we have radical leftists in charge! #WakeUpAmerica",0
It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,I can't believe some Americans refuse to fight the okies! That makes them weak-willed trash.,0
Jai may make an appearance at the party... love that fag,Jai might show up at the party! Can't wait to see my fave gay bestie!,0
"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa","Jason called you out for being stuck up, and he's right! You act like you're better than everyone else, but you're not.",0
"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt","Nudes of Jennifer Lawrence are not my type, but I'd still hit that!",0
