tweet,label
' Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http://t.co/Oy4x1yXHZe,1
RT @airam12_: &#8220;@T_ReV_13: Some of you bitches are DUMBBBB&#8221; they are everywhere trev. &#128530;,1
RT @TheBossUnicorn_: I'm a crazy bitch.. fml,1
RT @jillxoxo12: anxiety is such a cunt,1
"RT @TransaparenT: ""Hi mom, last night I was cunt slapping when you texted me about grandpas bypass, sorry I didn't get back to you until no&#8230;",1
RT @sweetalliee: a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g&#8230;,1
@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl,1
"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy""",1
@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,0
RT @oroozco16: &#8220;@Tonymartinezz15: Some bitches need to get a life &#128175;&#128079;&#128524;&#8221;,1
you look like AC Green...bitch don't call here anymore...,1
Scrappy mom run all his bitches away,1
@septemberTHA15 @CallMeRenee_ wuss up bitch,1
@ResiDinero ya bitch crib,1
This bitch bout to make me commit murder &#128299;&#128298;&#128074;,1
@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,0
RT @WBeezy_: These bitches so phoney &#128514;&#128514;&#128514;,1
RT @CakebossLex: &#8220;@LaughAtProblems: I need me a bitch that can dance https://t.co/jDXiD5I9DK&#8221; lmfao this is ode,1
Well they do now haha RT @laydeesweets: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @VivaLAJuicyy69,1
&#8220;@_kbhicks: @TheKaosYatti fb hoe lol&#8221;damn next time be nicer . Lmfao,1
I just wanna fuck bad bitches,1
How do ask a broad to JUST eat her pussy?,1
@louiev_ lol just getting this..early bird catches the worm!,2
I swear a nicca sleep but im up .. Tired as fuk!,1
RT @xNikiaaa_: @1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;,1
@BallOut057 I'm otp bitch hold on,1
He said bitch boy &#128514;,1
RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,2
"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood http://t.co/jlLkzbHYOy",1
Some rednecks just raced down the freeway &gt;_e,1
@JeremyAdams_ you're a bitch,1
That's Ya BM tho RT @Tyga: That ain't my hoe.,1
"I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!",1
bitch don't run to the neighbor he's dead too,1
Niggaz irrational these days...Quick to jump bad bout a bitch...,1
Almost done with this bitch ass room ....,1
When it come to bitches.... niggas will get dirty,1
I'm bout to start singing and shit lol hoes going crazy or this nigga August,1
"@ItsMander 
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow",1
@KilaurenK u stupid fuk head bitch,1
@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,1
"@KayciMalynn yo bitch, I miss you too.",1
"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO",1
""" if you're toes ain't done you pussy stinks """,1
&#8220;@lifeof_brandon: @100046729 we'll be together&#128521;&#8221;yu gt a job hoe.,1
Yee boy my yung nicca told me dat waxx,2
At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,2
&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,1
Seeing another baseball team just makes me wanna book my @Yankees trip right now.,2
RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;,2
How you cry like a bitch every time me other Chiefs fans have friendly debates?????,1
RT @EmilyFaye2: My signature white-bitch move is profusely apologizing for being late with a full Starbucks cup in hand.,1
@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog,1
"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",0
Guess who's a little bitch? http://t.co/Hl6SwLYGfV,1
RT @SenorSteez: This whole week was trash,2
@illbreatheyouin happy birthday faggot.,0
@carolinebakkk those were bumblebees....,2
this one bitch dont feel the same no more an henny dont really kill the pain no moree,1
Aerin told me to leave them lightskin boys alone. Shit bitch I DID &#9995;&#128514;,1
RT @Rob_San9993: @214bighappy that bitch was looking for anything to go up her ass!..haha,1
Hah a big LOL to all the tacky faggots,1
"there was a bird on the back balcony, dead. with sadness I reflected on the fragility of life, put him in a bag, and threw him in the trash.",2
Its crazy hoe we all ken folks im talking all my friends is my family,1
"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini",1
"RT @StLNetworkGuru: Write in Christine LaPorta for #MOSen #Ferguson She represents all

ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;",1
RT @POONsoaker: Her pussy A1 if she can quote over 15 boosie quotes,1
RT @Jonnietherotten: Listen twitter just because 161 assholes just followed some stupid cunt does not mean I want to. Piss off with your fu&#8230;,1
Project pay is just a soft ass little bitch.,1
"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;",2
RT @Em_99car: Oops! I didn't mean to tweet this (yes I did). #random DVR-ING is a bitch. http://t.co/wJ0nyCEl8H,1
This bitch crazy,1
I just want to beat the fuck out of everyone that stares at me like bitch STAHP,1
"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",1
@yfly23 mock draft?,2
@JustDoItSlow on sale ass hoes,1
Want to cry cause of the girls at La fitness ... Imma bitch,1
LeVar Burton called Shatner a bitch lol.,1
RT @ThatBoyAdo: @tonykivarkis @Atoma87 lmao y'all some fags http://t.co/MN0TF3dgo7,1
These hoes ain't loyal &#128075;,1
Jenna played the Weeknd &amp; Mac just looked at us like theeeese bitches..,1
"@DutchBrosPlease you're welcome, I miss you too nig nog",1
Leave a nicca traumatized,1
@classy_girls bruh u such a pussy just talk,1
@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!,2
is everyone gonna be a complete whiny little baby bitch about this shit now lmao http://t.co/WhAd6vfaGo,1
"RT @YoKidAintMine: alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway.",1
@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger,1
Okay ajay got one more time to call me a bitch in one of his lit sub tweets. Like bitch I will fucc yo lit life you got going UP !,1
RT @____Chelleeee: Been Trynna catch up Witchu pussy &#128299;,1
My wigga... http://t.co/1pbGYaoW3N,1
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,2
Dese bitches actin like they loyal give dat hoe a Oscar &#127942;&#128564;&#128530;,1
"one time for the real niggas , two times for the bad bitches .",1
RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt,1
RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch,1
Just don't be looking for no dick later cuz I'm not a hoe.,1
guess rubes doesn't want to go on a date with me &#128532;,2
Ya bitch got my dirty pistol in her crib uoeno it,1
@NatashaBlah suck it up pussy,1
This bitch brought her toothbrush. Okay? @Gnargie_,1
@TheRealOweifie good one you fucking bitch ass,1
Broke pussy boy Deion's record.,1
Hate this dyke,0
@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,1
RT @_fckwhatyathink: @uce_INA Shi&#8217;...now I don't wanna rant b/c my first impression would be that i'm a such a bitch &#128514; lmao.,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA",1
"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",2
@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!,2
What's a trash party ?,2
&#8220;@ForeverrrJadaaa: huge nips scary me&#8221; they scary me too,1
Late night phone convos with my hoomie that nigga a gook,0
&#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!,1
Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life,1
RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch,1
"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",1
RT @EastSideKris: I'm glad Bey did this shit....now some of u bitches wit that one shaved side can go ahead &amp; shave that other side too....,1
Lol RT @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes,1
RT @tailorlamar: yall niggas is hoes.,1
Dis bitch by my side and I'll never be broken. http://t.co/Nd2YtJkxgv,1
RT @meldigio: Y'all look fucking retarded with y'alls pants down to your ankles.,1
Nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck &#128514;&#128514;&#128514; #fucknigga,1
I'm flexing on niggas and they bitches,1
"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh",1
Pumpkin spice Marlboro's for da hoes,1
' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now,1
RT @TasteMyGayness: Sharing is not caring .... Back tf up bitch,1
"RT @TheReal_Salmon: Snail hoe: my parents just left, they gonna be gone for 15 mins..

Snail: ok ?

Snail hoe: Im horny af

Snail:... http:&#8230;",1
"Bobby bitch? Dickhead &#8220;@OprahSideNigga: TOP 3 BOBBY SHMURDA SONGS:
1. HOT NIGGA
2.
3.&#8221;",1
"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.",2
Hoe bitches act up i turn chris breezy,1
Alabama won tho. So roll tide bitch,1
"RT @politico: Republican Rick Scott has been reelected #FLGov, defeating Democrat Charlie Crist. http://t.co/oeVMKOQH9S http://t.co/hi56c9N&#8230;",2
@GrizzboAdams @wyattnuckels ight this Friday nig,1
Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt,0
RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU,1
@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;,1
.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,2
@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,2
I'm on my fuck that bitch shit,1
@MARCO_naw_POLO Slutty ass dykes,1
"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",2
"Col. Sanders, Part 2: ""...and those sons of bitches&#8212; they dragged it out and extended it and watered it down that I&#8217;m so goddamn mad!""",1
Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot,1
RT @Qwyenton: Dat ghetto shit aint attractive,1
RT @SexyKarenFisher: Oh it's Saturday funny time! You better redneck necognize! http://t.co/qc4mgs3ejp,2
RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,0
@Pretty_WarZone shouldve caught it the first time nigger,1
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,2
"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it.",2
&#8220;@kincade00: Rico be bored then a bitch&#8221;damn boy you watch me more than these hoes do,1
"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao",1
RT @HoeFact: Don't trust these hoes http://t.co/03SoHP4P41,1
"""I dont have hoes"" &#128564;",1
the big lips was in the ad bitch,1
@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?,2
"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;",2
RT @LI_ALP: Still Texans nation hoe.,1
",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",0
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now,1
Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,1
@Nreid27 lmaoo you're the pussy who will call the cops. Also if I wanted to find yu I would. But I'm not gonna waste my time with you,1
Water whippin bitch that bobby buschi,1
RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;,1
@CallMeRenee_ bitch u 1,1
"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference",1
Gudnight keep that pussy tight,1
Still confused why King ordered two tranny hookers to the party last night..,1
"@Sponkymusiclady Besides, ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch!",1
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG",1
RT @KINGTUNCHI_: I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20&#8230;,1
Yeah you bad but hoe so what,1
"If Drew Stubbs were a pimp, he couldn't even hit a hoe.",1
@kayliefarmer hey now there's no need for foul language you kike,2
"RT @_Ezzzylove: She a bad bitch, let's get to it right away .",1
@KASSIGOD drinking away this stress. you got some new hoes for us?,1
"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",2
@passIt2Liv Hit a bitch it's not like you can see the bruises,0
"No these are only whites pies.
Well do you have any negro pies?",0
Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE,2
@ryancruz_ brandy wanna b down ass bitches &#128533;,1
"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch",1
#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh,1
"RT @Lauren_Fawx: &#8220;@ItsNotAdam: @ItsNotAdam Adam is a sexy bitch&#8221;

Conceded ass 

(Jk ilusm)",1
"&#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/PSBglHnq8Q"" funniest thing I've ever seen on my tl &#128557;&#128557;&#128557;&#8221;",1
Niccas be gassing hoes they never gone pop .. Smh ... Prolly never gone meet her! #WastedEnergy,1
bad bitch with me trying to blow me like a fuse,1
&#8220;@ThequeenTommy: @savanigga already going http://t.co/41fpnfeovb&#8221; how I look at side hoes when daddy walk in the room.,1
Some lying ass hoes lol,0
I'm glad Ari know to text me or get in contact with me cause I've been calling my bitch all day. I be worried.,1
"@Mr2damngood4u ....you tink u done made a funny? nigga come #lookatathehood&gt; I got nightclubs, trannies, crackheads, dealers, COME AT ME&gt;",1
"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",1
RT @yung_sexxistud: Hoes tweets be like put that dick in my throat I won't choke then when you ask them about it they say its a song hoe wh&#8230;,1
My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go,1
My nudes are trash.....,2
You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique #ayeeeee,1
My bitch bad like Brittany but I wish I had Brittany,1
"@GuTsSidious Yeah, so quit being a bitch and edit.",1
RT @SegwaySurfer: hard 2 keep the hoes off me http://t.co/LemzSFqvEl,1
"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",2
@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.,1
RT @MikeDiggEm: Only ugly girls can fight. Pretty bitches have no hands lol,1
@Ron_Ron_12 it's a song hoe,1
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",0
Them hoes gone be called strvp,1
@pombuenaa I'm surprised you could read it with slits for eyes,0
"@vampirrrra k, niggah do u evem shmoke",1
@tay_waldon onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh,1
Basic niggah in his basic clothing,1
RT @Mabelistocute: Every bad bitch comes with mood swings,1
u a hoe,1
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ,2
@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade,1
"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake &#128514;&#128514;&#128514;",1
"Oh no she didnt &#128129; &#8220;@NoBeeetch: Watch yo mouth bitch ""@BadMatatan: One bitch and two dogs http://t.co/TB06NYGmcV""&#8221;",1
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,0
"RT @thecoreyholcomb: Twitter family, I promise to put my tour schedule up today as soon as I have this pussy hustlin girl I pay for service&#8230;",1
Stevie J my nigga &#128175;&#128175; bitch be on ten,1
@Inkedup_Tiny ^___^ still should've walked over and said something pussy,1
RT @stripsofgabby: &#128514;&#128514;&#128514;&#128128;&#8220;@SouthsideVic: My stroke game stale so I gotta eat the pussy like a husky dike.&#8221;,1
"Ppl really can't handle a girl that's not a ""yes girl"" and says how she feel .. come off as a bitch",1
I'm boutta merk a nigguh,1
"RT @HugMakeEm: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck",1
bitches love good morning posts,1
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,0
"RT @DerrickJaxn: I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas"".",1
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,0
So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE,1
"we live in a world where drake can steal your hoes and make fun of you, shit crazy",1
RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,1
RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!,1
You'll never catch me in public with a chick that got an iPhone 4s. I'm only seen in public with classy bitches,1
@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......,1
I'm okay with rasor talking trash,2
"RT @EvanBecker513: ""@LifeAsStoner: Just hit it pussy http://t.co/3tZ7DyATFu"" @whattheflocka",1
@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,2
"I hate a bitch that love a bitch that say she love a nigga too
Confused ass bitch What you gon' do?
Is you gay bitch? Is you straight bitch?",1
The Internet will make you think these bitches are who they're actually not.,1
"please tell this bitch I'm subbin her, ik one of you faggs on here fuck with those lames, shit I'm blocked or I would lol",1
RT @BigggDickBandit: You lil stupid ass bitch i aint fuckin wit you,1
"@EaTMyTweetZz text me, we don't noisy hoes watching",1
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,1
"RT @ShaneDennis37: In the ""Nothing Lasts Forever"" category, I can barely recognize any Yankees tonight.",2
"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers"".",1
@YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops,1
Bullets through a nigguh tru jeans,0
@TryHardSilva thisty hoe,1
watch out for these foul hoes and flagrant niggas!,1
RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,0
"@YouTalk_ILive I'm crazy, and Wayne can rap about pussy 3 songs in a row",1
Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught,1
We need a UT expose hoes page hmmmmm !,1
"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",0
You was never with me if you let what another bitch say change your actions towards me &#128080;,1
I need to stop being a little bitch lol,1
"I aint saying you a bitch, But you be acting like a female, dog.",1
"@BRIdifferent good dnt be a sucker for these sad mad bitches,",1
"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g""",1
"RT @DrizzyTaughtBre: Drink some bleach bitch! ""@AubreyChester: If it was you, youda done the same thing. #TeamZimmerman""",1
@heyrmbr probs that fag Vhia,0
"@DeAdJAkE i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it",1
Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt,1
RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,1
Tbt nigguh http://t.co/opuvGy5BJF,1
&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,2
"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;",1
I been in Atlanta 15 mins nd got 2 bad hoes numbers,1
"&#8220;@dablueprint: @NigelDixon1 Just think if Alex won some games!&#8221; That sorry son of a bitch will never ""win"" us a game",1
@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,1
@cryancarfield haven't you ever heard the story of the birds and the bees,2
Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....,1
"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM",2
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",2
"RT @Pacific_Tomb: You hoes wanna tweet and talk about equality then hope solo better never see her family again,and go to prison and never &#8230;",1
"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got.",1
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",0
he said it's a black bitch &#128561;&#128552;&#128533;,1
sheryl crow being the bae,2
@WyattNuckels cause ima blindside the shit outta you niggah!,1
&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe,1
Ratchet lol ass lol bitch,1
"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",0
"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?",1
RT @AssholeOfDaYear: Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,1
"@CuckoldCock @molotovhowdy 
I likes yo page. I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis",1
Bruh went so hard on that bitch he deserves pimp of the year,1
"RT @RealSexNotes: Too many faithful girls are single, and too many hoes are taken.",1
@FvckMike_ I was bout to smack a bitch.,1
I rarely drink so drunk bitches irritate me,1
RT @TrakkBoiDelf: RT @49ant: when you tryna get bitches on LinkedIn http://t.co/UW3R0sNjvk,1
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",2
"A big ass wasp was flying round on my bus, my dike bus driver stops the bus, grabs that bitch by the wings, and throws it out the window &#128591;",1
Now my side bitch my main bitch cause my main bitch aint feelin me no moe,1
"RT @santos_brina: I could never mess around with someone else's man, like that's just clarifying your self as a side hoe.",1
"Oops, I just had a Freudian slit.",2
"Not going to put up a red equals sign on my Facebook because I'm not a faggot, but I'm all for marriage equality #prop8",1
He better choose up cuz ain't No Bitch checcin a nigga that she don't Fw for being wit other bitches...that don't even sound right &#9995;&#128514;&#128564;,1
"@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots",1
Real niggas let real bitches come &#128070;,1
even tho i killed a pussy nigga i hope he go to heaven -Young Thug &#128519;,1
#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...,1
This bitch is really geeking in my messages &#128514;&#128514;&#128514;,1
"@garrett_winker bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc",1
@kayysavage bitch this shit is SOOOO FUNNY &#128553;&#128128;&#128557;,1
@sotoo_dean We were supposed to work together today bitch,1
&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.,2
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",2
@Marcfoor4 bring yo bitch ass whith em jump in want to and get yo ass beat up,1
24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I,1
"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 work, is something adults do for money, not borrow from money... Broke bitch",1
"RT @StephyRae7: pussies wanna use ""royal icing"" for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting.",1
Niggahs watch who you fucking just to hate on your bitches,1
@xcorey21 uh you're trash. &#128536;,1
"RT @_ShesSuchADoll: ; straight &#128686; ""@DrewWhosUrDaddy: To each his own @wizkhalifa but these hoes weak http://t.co/W7TEj28aNr""",1
"RT @roach_nigga: &#8220;@XiaoBiniiMessy: Can't believe I actually killed a cockroach.&#8221; smh you a bitch, that was probably ma nigga Eduardo",1
@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait,1
"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",1
@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;,1
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,2
"RT @JOHN_iKNO: ""Niggas talk more than bitches these days.."" #outdoorpoolparty today! http://t.co/e72IKjOFmG",1
@TODDIE_soPLAYER well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation,2
"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn",1
#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,2
"I fucked your little sister last night
The pussy was right 
The pussy was tight",1
@dalmesquita13 you to bitch!,1
"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",2
@OsvaldoVause text me u nigglet,1
"@CarlaFinch What can I say, Im a stubborn son of a bitch.",1
pls stop gassing fat hoes,1
My nigga Bolin does NOTHING but win with the bitches breh,1
RT @Neeksbethatguy: @JesseCanon @tonykivarkis @zramsin @Dirrttyydan @NaramY22 he busted a bitch n rolled stop sign hahahaha,1
&#8220;@clzcdxx: im just a bitch ass elf&#8221; @MorbidMermaid,1
